"","version","age_1","agegroup_1","sex_1","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16a","v16b","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v51","v52","v53","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v68a","v69","v70","v71","v72a","v72b","v73a","v73b","v74a","v74b","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103","v104","v105","v106","v107","v108","v109","v110","v111","v112","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v154","v155","v156","v157","v158","v159","v160","v161","v162","v163","v164","v165","v166","v167","v168","v169","v170","v171","v172","v173","v174","v175","v176","nv176","v177","v178","v179","nv179","v179a","v180","nv180","v180a","v181_1","v182","v183","v184","v185","v186","v187","v188","v189_1","v190","v191","v192","v193","v194_1","v195","day","month","zone","sample","panel","mergenumber","age_2","agegroup_2","sex_2","v189_2","v181_2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","q14","q15","q16","q17","q18","q19","q20","q21","v194_2","date","w_arabs"
"233",2,46,4,2,1,2,3,6,5,3,NA,NA,NA,NA,NA,3,2,2,2,NA,NA,2,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,3,3,9,3,2,NA,NA,NA,3,3,9,3,2,2,4,NA,NA,NA,3,10,7,8,4,7,4,4,1,1,10,7,9,1,2,1,2,3,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,9,1,9,1,9,1,9,NA,3,NA,3,5,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,4,1,2,1,1,33,33,30,2,2,1,2,1,4,3,NA,NA,NA,NA,1,3,1,3,1,1,NA,NA,26,4,9,26,4,9,12,2,"42",4,2,3,3,3,1,2,3,0,9500,1,1,1,2,4,3,1,48760114,46,NA,2,1,13,1,NA,1,99,2,2,3,2,1,3,3,4,1,2,3,4,4,3,4,5,1,1,11,1
"234",2,23,2,2,1,3,4,23,5,2,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,3,4,2,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,NA,NA,NA,4,3,2,2,2,NA,NA,NA,2,3,2,2,2,2,3,NA,NA,NA,1,5,5,3,7,3,5,3,4,4,7,6,3,2,1,3,1,1,3,2,2,3,4,5,2,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,3,3,2,1,2,NA,2,NA,2,3,3,5,1,1,1,1,1,1,1,1,2,9,2,1,1,4,97,90,1,97,50,30,70,2,11,1,1,3,4,2,NA,NA,NA,NA,8,4,8,2,1,1,NA,NA,8,5,10,1,1,6,12,2,"33",4,1,8,3,3,1,2,3,1,2300,1,1,3,2,4,3,1,49832577,23,NA,2,1,12,1,NA,1,90,2,2,1,5,2,2,4,3,2,4,4,4,4,4,5,1,2,1,11,1
"235",2,58,5,1,1,2,4,1,4,3,NA,NA,NA,NA,NA,4,9,4,2,NA,NA,1,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,3,1,3,3,4,NA,NA,NA,4,4,3,2,9,1,1,NA,NA,NA,3,4,4,4,1,5,10,999,6,4,3,1,99,2,1,1,3,5,NA,5,5,5,5,5,5,3,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,NA,1,9,2,3,1,2,NA,5,NA,5,5,3,5,1,4,4,4,4,1,1,2,2,9,1,2,1,5,4,4,1,4,80,90,50,1,1,1,1,4,2,3,NA,NA,NA,NA,2,2,1,2,1,1,NA,NA,25,4,9,25,4,9,22,1,"1",2,1,6,3,1,1,1,6,1,1271,1,1,1,2,8,3,1,86518121,58,5,1,1,22,1,NA,4,1,17,2,5,3,1,2,2,1,1,1,2,5,5,5,9,9,2,1,11,1
"236",2,54,5,2,1,3,4,17,4,4,NA,NA,NA,NA,NA,2,2,3,4,NA,NA,2,4,2,1,3,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,3,3,4,3,3,NA,NA,NA,3,3,3,3,3,1,3,NA,NA,NA,3,5,2,10,3,1,1,2,3,1,4,1,10,2,1,2,1,2,1,4,3,3,3,3,3,2,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,3,2,9,NA,4,NA,5,5,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,2,2,2,2,50,100,30,1,2,1,1,4,3,2,NA,NA,NA,NA,8,8,2,2,1,1,NA,NA,69,3,8,69,3,8,12,2,"33",3,3,5,3,3,1,1,3,0,7220,1,1,28,1,8,2,1,89396436,54,NA,2,1,12,1,NA,2,1,1,1,6,5,1,2,2,2,5,2,2,2,5,5,9,1,1,1,11,1
"237",2,32,3,1,1,3,3,17,4,3,NA,NA,NA,NA,NA,4,9,4,4,NA,NA,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,NA,NA,NA,3,2,3,2,2,NA,NA,NA,3,3,2,3,3,1,4,NA,NA,NA,3,4,4,8,2,4,5,7,9,1,7,9,2,5,NA,2,1,3,2,5,5,5,2,2,5,9,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,9,2,1,2,9,9,NA,NA,4,NA,2,6,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,98,2,2,3,30,80,70,4,97,2,2,1,4,3,NA,NA,NA,NA,8,4,8,2,1,1,NA,NA,NA,NA,11,NA,NA,NA,12,2,"84",1,2,4,3,2,1,2,3,1,2100,1,1,26,1,52,2,1,523063560,32,3,1,1,12,1,NA,1,1,3,3,1,5,1,2,4,4,2,2,2,2,2,2,1,6,2,1,11,1
"238",2,NA,5,2,1,1,1,5,3,3,NA,NA,NA,NA,NA,2,2,1,4,NA,NA,1,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,NA,NA,NA,1,3,3,3,2,NA,NA,NA,3,3,3,3,4,3,2,NA,NA,NA,4,5,5,5,5,5,5,5,3,1,5,5,8,2,3,1,3,3,1,9,1,1,1,3,9,3,1,1,1,1,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,3,9,NA,NA,5,NA,1,6,9,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,9,2,1,2,2,50,80,30,1,1,1,1,2,4,3,NA,NA,NA,NA,2,3,8,3,61,2,NA,NA,61,2,1,61,2,1,8,2,"y0",1,1,3,3,3,1,3,2,1,9000,1,1,1,2,52,3,1,525205415,50,NA,2,1,8,1,NA,1,99,2,2,1,3,2,2,4,4,2,3,4,2,2,4,5,3,9,1,11,1
"239",2,62,6,2,1,3,3,25,4,2,NA,NA,NA,NA,NA,9,2,3,3,NA,NA,3,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,3,3,3,3,3,NA,NA,NA,3,3,3,3,9,2,3,NA,NA,NA,3,2,2,7,1,4,6,1,3,1,5,3,8,2,1,9,NA,3,2,1,4,5,5,2,5,3,1,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,1,9,2,3,1,3,NA,5,NA,2,5,2,3,1,1,1,1,1,1,1,1,2,1,2,1,1,3,97,99,2,4,20,50,50,3,13,2,1,2,4,3,NA,NA,NA,NA,8,8,1,2,56,3,NA,NA,56,3,2,53,4,2,11,2,"44",5,5,6,3,3,1,2,3,0,1167,1,1,28,1,77,2,1,773360728,62,NA,2,1,11,1,NA,2,3,1,2,1,5,2,5,3,3,5,1,3,5,5,4,5,2,2,1,11,1
"240",3,24,2,1,1,2,3,37,3,3,NA,NA,NA,NA,NA,1,1,4,4,NA,NA,3,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,3,3,3,4,1,NA,NA,NA,3,NA,2,NA,NA,3,4,NA,NA,NA,2,1,3,7,1,8,7,10,7,NA,7,6,8,2,1,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,3,3,7,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,3,1,2,3,1,3,2,1,2,1,5,NA,1,3,3,1,1,3,3,1,3,NA,NA,4,2,NA,2,1,2,2,2,2,2,2,2,2,2,1,1,1,3,7,7,NA,NA,30,70,30,4,6,1,2,4,1,3,NA,NA,NA,NA,1,2,1,4,1,1,NA,NA,1,1,6,1,1,6,15,2,"y6",4,2,3,3,4,1,4,5,1,3000,1,1,27,1,2,2,1,25821104,24,2,1,1,12,1,NA,7,6,4,2,4,4,2,3,5,2,2,4,5,4,4,2,3,2,1,1,11,1
"241",3,54,5,2,1,4,3,21,4,4,NA,NA,NA,NA,NA,2,2,4,3,NA,NA,1,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,3,9,4,2,1,NA,NA,NA,3,NA,3,NA,NA,3,3,NA,NA,NA,3,7,5,7,1,3,10,999,6,NA,7,5,5,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,7,0,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,5,NA,2,3,4,NA,4,NA,1,3,2,3,1,3,1,3,2,3,1,3,6,NA,NA,3,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,2,2,NA,NA,0,0,0,1,2,1,1,2,4,3,NA,NA,NA,NA,8,2,1,2,1,1,NA,NA,70,3,8,70,3,8,12,2,"y2",4,4,4,3,3,1,2,3,0,3000,1,1,4,2,2,3,1,25855599,54,NA,2,9,12,1,NA,4,2,4,3,6,5,2,5,5,2,5,3,5,5,3,5,2,6,2,1,11,1
"242",3,21,1,2,1,3,3,1,3,3,NA,NA,NA,NA,NA,3,1,4,2,NA,NA,2,4,1,2,4,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,NA,NA,NA,1,2,3,4,4,NA,NA,NA,3,NA,3,NA,NA,4,4,NA,NA,NA,3,5,5,5,5,5,5,7,7,NA,5,5,6,1,2,3,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,7,9,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,3,2,3,3,1,1,3,4,NA,5,NA,2,3,1,3,2,1,3,2,1,3,2,NA,NA,1,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,6,6,NA,NA,90,95,94,4,6,2,2,4,3,1,NA,NA,NA,NA,8,4,8,4,1,1,NA,NA,1,1,6,1,1,6,13,2,"45",5,3,3,3,3,1,4,4,0,6100,1,1,27,1,3,2,1,35784087,21,NA,2,1,14,1,NA,6,6,3,2,1,5,2,3,3,3,3,3,3,4,3,3,1,2,2,1,11,1
"243",3,NA,3,1,1,2,3,20,1,2,NA,NA,NA,NA,NA,2,3,4,4,NA,NA,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,1,1,3,4,2,NA,NA,NA,2,NA,2,NA,NA,3,3,NA,NA,NA,3,5,5,5,5,5,5,5,9,NA,3,6,5,2,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,3,5,8,8,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,NA,4,NA,4,NA,2,1,4,NA,5,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,NA,9,9,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,99,99,NA,NA,NA,NA,NA,9,99,9,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,1,1,NA,NA,1,1,6,1,1,6,15,2,"42",3,1,4,3,2,1,1,5,0,8600,1,1,25,1,3,2,1,36778889,35,3,1,1,16,1,NA,1,1,1,3,2,5,2,5,4,2,3,2,4,4,4,4,5,5,2,1,11,1
"244",3,54,5,1,1,3,3,1,2,2,NA,NA,NA,NA,NA,4,1,4,4,NA,NA,4,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,4,4,4,4,4,NA,NA,NA,3,NA,2,NA,NA,1,4,NA,NA,NA,3,10,10,5,8,1,1,1,1,NA,10,8,1,5,NA,1,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,4,5,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,4,NA,4,NA,2,9,4,NA,5,NA,3,1,1,2,5,NA,2,1,9,NA,3,NA,NA,5,6,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,1,8,NA,NA,60,90,50,2,3,1,1,9,9,9,NA,NA,NA,NA,8,2,1,1,1,1,NA,NA,27,4,9,27,4,9,12,NA,"33",3,1,4,3,2,1,1,3,0,8300,1,1,20,1,3,1,1,39500206,54,NA,1,1,12,1,NA,99,99,3,3,4,5,2,2,9,2,4,3,2,3,4,4,1,6,1,1,11,1
"245",3,42,4,1,1,4,4,1,4,3,NA,NA,NA,NA,NA,4,1,4,4,NA,NA,1,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,3,1,3,4,NA,NA,NA,4,3,3,4,1,NA,NA,NA,4,NA,4,NA,NA,1,4,NA,NA,NA,1,10,1,9,1,8,10,5,6,NA,1,2,5,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,8,5,6,8,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,2,3,2,3,2,3,1,3,2,1,3,1,5,NA,3,3,5,NA,3,2,5,NA,NA,6,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,99,99,NA,NA,50,70,70,1,2,1,2,4,1,3,NA,NA,NA,NA,2,3,1,4,1,1,NA,NA,61,2,7,61,2,7,12,2,"71",3,1,4,3,3,1,3,3,0,2500,1,1,20,1,4,1,1,48212682,42,NA,1,1,11,2,11,NA,99,9,3,6,5,2,9,9,9,9,9,9,9,9,9,9,9,1,1,11,1
"246",3,26,2,1,1,1,1,33,9,4,NA,NA,NA,NA,NA,4,9,4,4,NA,NA,4,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,NA,NA,NA,1,9,1,4,4,NA,NA,NA,4,NA,4,NA,NA,4,4,NA,NA,NA,1,1,1,1,1,1,1,1,9,NA,1,1,1,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,99,99,99,99,99,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,2,3,5,NA,1,3,5,NA,5,NA,2,1,5,NA,9,NA,NA,1,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,9,98,99,NA,NA,50,50,0,4,97,2,2,4,3,3,NA,NA,NA,NA,1,3,8,9,1,1,NA,NA,69,3,8,56,3,8,12,2,"72",5,4,2,3,9,1,3,3,0,7600,1,1,20,1,4,1,1,49813359,NA,NA,1,1,12,2,19,NA,99,9,4,6,4,2,2,2,2,2,2,2,2,1,2,5,9,9,1,11,1
"247",3,33,3,1,1,3,3,1,2,1,NA,NA,NA,NA,NA,2,1,4,4,NA,NA,3,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,2,2,2,3,2,NA,NA,NA,4,NA,2,NA,NA,2,4,NA,NA,NA,2,5,3,8,1,7,8,6,99,NA,7,6,5,1,3,1,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,6,5,10,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,5,NA,2,1,2,3,4,NA,1,3,2,1,1,2,1,3,2,3,2,1,2,NA,NA,2,5,NA,4,1,1,1,1,2,2,1,1,2,4,2,1,1,4,97,1,NA,NA,20,80,10,1,5,2,1,2,4,3,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,82,3,8,82,3,8,13,2,"12",2,3,3,3,2,1,1,5,1,2630,1,1,1,2,8,3,1,86883476,33,3,1,1,13,1,NA,2,1,1,3,2,3,1,4,5,4,2,4,3,5,4,2,5,2,2,1,11,1
"248",3,35,3,2,1,3,4,1,3,3,NA,NA,NA,NA,NA,2,1,3,4,NA,NA,2,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,NA,NA,NA,1,4,4,4,1,NA,NA,NA,1,NA,3,NA,NA,1,2,NA,NA,NA,3,5,3,10,1,6,10,9,3,NA,5,8,10,2,3,2,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,5,5,5,8,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,NA,NA,5,6,NA,3,1,2,2,2,1,2,1,1,2,1,2,2,1,3,2,2,NA,NA,0,100,50,1,2,1,1,2,4,3,NA,NA,NA,NA,8,3,8,2,1,1,NA,NA,61,2,7,61,2,7,16,1,"44",2,3,3,3,3,1,2,6,1,1214,1,1,18,1,4,1,1,446778103,35,NA,2,1,16,1,NA,2,2,1,3,5,1,1,4,4,5,4,2,5,2,5,2,5,2,2,1,11,1
"249",3,47,4,2,1,5,4,6,4,4,NA,NA,NA,NA,NA,3,2,1,9,NA,NA,1,9,9,4,4,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,NA,NA,1,3,2,3,3,NA,NA,NA,3,NA,3,NA,NA,2,1,NA,NA,NA,2,999,999,999,999,999,999,999,9,NA,99,99,99,9,NA,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,99,99,99,99,99,99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,9,NA,NA,3,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,4,5,98,97,NA,NA,10,0,50,9,98,1,1,2,1,2,NA,NA,NA,NA,8,8,8,1,1,1,NA,NA,NA,NA,11,NA,NA,NA,12,2,"y0",9,9,2,3,9,1,2,9,1,7900,1,1,27,1,50,2,1,508133803,47,NA,2,1,12,2,18,NA,90,9,9,6,5,2,2,2,3,2,1,9,3,2,4,4,4,9,1,11,1
"250",3,24,2,2,1,2,2,17,4,3,NA,NA,NA,NA,NA,1,2,4,4,NA,NA,9,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,4,3,3,2,2,NA,NA,NA,2,NA,2,NA,NA,1,2,NA,NA,NA,3,4,2,4,1,1,2,1,3,NA,7,3,5,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,4,6,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,NA,5,NA,2,3,5,NA,5,NA,1,9,2,3,1,9,4,NA,2,9,4,NA,1,NA,NA,5,5,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,9,97,97,NA,NA,70,80,50,1,2,2,2,1,4,3,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA,NA,11,NA,NA,NA,12,2,"23",4,2,4,3,2,1,2,6,0,8300,1,1,2,2,52,3,1,526787697,24,NA,2,1,12,1,NA,99,99,33,4,1,3,1,4,2,4,2,2,3,2,2,4,9,5,1,1,11,1
"251",1,66,6,1,1,4,3,45,5,5,6,99,9,2,2,1,1,2,4,4,1,1,4,1,2,3,4,7,7,4,7,3,4,3,1,1,2,4,1,1,2,1,3,2,3,2,9,2,2,NA,2,NA,NA,1,2,7,9,9,3,999,999,10,999,999,999,999,3,NA,99,99,10,2,9,2,9,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,1,1,1,3,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,3,2,3,NA,NA,1,5,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,2,2,NA,NA,NA,NA,NA,NA,2,1,2,4,1,3,NA,NA,NA,NA,8,2,1,2,1,1,NA,NA,1,1,6,1,1,6,8,2,"64",3,3,4,3,4,1,2,2,0,3000,1,1,21,1,2,2,1,26412555,66,NA,1,1,8,1,NA,2,2,4,3,6,2,2,4,4,4,3,4,4,4,4,4,4,2,2,1,11,1
"252",1,21,1,1,1,4,4,20,3,3,7,7,7,3,2,3,3,2,1,3,1,4,4,3,1,2,1,6,7,2,7,1,6,1,2,2,1,2,3,3,4,3,3,4,3,2,3,2,2,NA,3,NA,NA,2,3,6,6,9,2,1,1,1,5,1,1,1,4,NA,1,1,1,5,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,5,NA,5,NA,NA,NA,6,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,97,95,NA,NA,NA,NA,NA,NA,3,1,4,1,2,3,NA,NA,NA,NA,8,8,1,1,1,1,NA,NA,1,1,6,1,1,6,12,2,"y0",5,5,2,3,3,1,1,3,0,8600,1,1,29,1,3,2,1,36720572,21,1,1,1,12,1,NA,96,90,2,3,1,3,2,4,2,2,2,2,5,4,4,4,4,2,2,1,11,1
"253",1,49,4,2,1,2,3,19,4,3,6,8,6,2,1,2,2,2,2,3,1,3,3,4,1,2,4,7,3,6,7,3,3,1,1,2,2,3,2,2,3,2,4,4,3,2,3,2,2,NA,4,NA,NA,2,3,7,7,7,3,7,6,4,8,5,3,3,9,NA,7,7,5,2,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,3,1,2,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,3,2,2,3,1,2,NA,NA,5,4,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,8,1,NA,NA,NA,NA,NA,NA,1,1,2,1,4,9,NA,NA,NA,NA,8,3,1,2,35,6,NA,NA,2,5,5,35,6,5,17,1,"y1",4,5,5,3,2,1,2,6,1,8600,1,1,21,1,3,1,1,36775448,50,5,2,1,17,1,NA,8,1,1,4,2,5,1,1,5,4,1,4,4,4,2,5,9,2,9,1,11,1
"254",1,38,3,1,1,2,2,52,3,3,7,4,99,2,4,1,1,2,3,3,2,2,3,2,4,1,5,7,7,4,7,6,2,2,2,1,1,2,2,2,1,9,4,3,2,2,3,2,2,NA,3,NA,NA,1,3,6,4,7,2,7,6,8,999,3,2,6,3,NA,6,6,10,2,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,3,1,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,1,1,3,2,3,NA,NA,2,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,1,1,1,2,4,3,NA,NA,NA,NA,8,8,1,1,1,1,NA,NA,1,1,6,1,1,6,8,2,"22",4,1,4,3,2,1,1,2,1,6300,1,1,29,1,3,2,1,37323102,38,NA,1,1,8,1,NA,2,98,3,3,6,5,2,4,4,2,2,2,2,4,2,5,4,1,1,1,11,1
"255",1,18,1,1,1,2,3,1,3,3,5,3,99,4,2,1,1,4,4,4,2,3,1,2,3,4,6,7,5,5,7,5,5,3,1,3,3,4,1,1,3,3,4,3,2,3,2,3,3,NA,2,NA,NA,1,3,7,8,8,3,3,3,8,1,9,10,5,6,NA,3,3,8,2,9,2,9,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,3,1,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,3,2,1,2,3,NA,NA,2,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,4,90,NA,NA,NA,NA,NA,NA,98,1,1,2,4,3,NA,NA,NA,NA,1,3,1,3,1,1,NA,NA,61,2,7,61,2,7,12,2,"y9",4,9,5,3,3,1,2,3,1,2800,1,1,28,1,4,2,1,46949164,19,1,1,1,12,1,NA,4,90,4,3,5,3,1,5,4,4,4,2,4,4,4,4,1,2,2,1,11,1
